,V,B,G
1281,0.351784,0.14,1.1893019240426164
1282,0.363701,0.14,1.2417535377669835
1283,0.369754,0.14,1.2528221399819148
1284,0.380733,0.14,1.286548764461248
1285,0.392216,0.14,1.2877186592754732
1286,0.396089,0.14,1.318873934004243
1287,0.406426,0.14,1.2979066725266752
1288,0.417077,0.14,1.3237160746830108
1289,0.429588,0.14,1.307941431721179
1290,0.433571,0.14,1.3121742491242463
1291,0.44122,0.14,1.330936491953256
1292,0.449398,0.14,1.345252231869723
1293,0.45997,0.14,1.3484395084861482
1294,0.47399,0.14,1.3215528930507143
1295,0.482852,0.14,1.328875919823315
1296,0.490054,0.14,1.3186527712758689
1297,0.491672,0.14,1.3023514651179606
1298,0.500081,0.14,1.2983326554821324
1299,0.500575,0.14,1.3146988958174644
1300,0.510062,0.14,1.2809725199436128
1301,0.513937,0.14,1.260166550991445
1302,0.51657,0.14,1.2680851893248166
1303,0.523297,0.14,1.2581338377166815
1304,0.527644,0.14,1.2156013341421674
1305,0.534985,0.14,1.214005433522527
1306,0.537332,0.14,1.183023606910831
1307,0.546488,0.14,1.1427882709613375
1308,0.547006,0.14,1.2302479246060465
1309,0.555007,0.14,1.136539028584
1310,0.556265,0.14,1.1690914325995088
1311,0.563863,0.14,1.080147935731946
1312,0.568837,0.14,1.1940386455519798
1313,0.57201,0.14,1.0954987626785506
1314,0.574661,0.14,1.1437700214906328
1315,0.581473,0.14,1.0458546102702817
1316,0.584702,0.14,1.1504358627763005
1317,0.589404,0.14,1.0634099025724129
1318,0.59477,0.14,1.1090518122402873
1319,0.602392,0.14,1.003438262402953
1320,0.604631,0.14,1.1215124467361617
1321,0.610398,0.14,1.083686632689009
1322,0.612044,0.14,1.0265397363118394
1323,0.62086,0.14,0.97901454702336
1324,0.623652,0.14,1.0885708438122232
1325,0.629432,0.14,1.0001113127142638
1326,0.632078,0.14,1.0463125454515931
1327,0.635972,0.14,1.0551402587029592
1328,0.637231,0.14,0.9445227441794858
1329,0.647775,0.14,1.0033750271698467
1330,0.649065,0.14,0.9769988523602392
1331,0.659903,0.14,0.9981151621801532
1332,0.661158,0.14,0.9267536931673992
1333,0.664087,0.14,0.9510601248230744
1334,0.671296,0.14,0.9444197371312892
1335,0.676318,0.14,0.9613926207445626
1336,0.68562,0.14,0.9032210350868012
1337,0.688736,0.14,0.9342701132374857
1338,0.690367,0.14,0.9286871458221666
1339,0.700008,0.14,0.9295007978077474
1340,0.703944,0.14,0.8869465004852259
1341,0.709849,0.14,0.9030753179594464
1342,0.710533,0.14,0.8965599996726412
1343,0.721446,0.14,0.8841561145894216
1344,0.72231,0.14,0.8568271530606998
1345,0.733944,0.14,0.8639506359503673
1346,0.735785,0.14,0.8877689385772475
1347,0.73888,0.14,0.8512575298930899
1348,0.741675,0.14,0.8690335451141621
1349,0.746725,0.14,0.8913047636571938
1350,0.751,0.14,0.8608050414703328
1351,0.751086,0.14,0.8436095641273531
1352,-0.83793,0.15,0.8598617069603568
1353,-0.82361,0.15,0.894592511449639
1354,-0.820494,0.15,0.8795887113573745
1355,-0.817716,0.15,0.8855800914295116
1356,-0.814662,0.15,0.8898823837853012
1357,-0.809004,0.15,0.9083704522628284
1358,-0.80581,0.15,0.8962364310454848
1359,-0.804714,0.15,0.8965114827159262
1360,-0.802562,0.15,0.8858643950210915
1361,-0.796069,0.15,0.9228659249043027
1362,-0.788546,0.15,0.9271089715315808
1363,-0.780872,0.15,0.9462070315679162
1364,-0.767027,0.15,0.9495711972860216
1365,-0.764898,0.15,0.9739432042589692
1366,-0.752615,0.15,0.974495490117115
1367,-0.741471,0.15,1.0083299946593425
1368,-0.731595,0.15,1.0052254733157724
1369,-0.72011,0.15,1.0380645584197536
1370,-0.710825,0.15,1.028673117254512
1371,-0.6987,0.15,1.061755752891431
1372,-0.689711,0.15,1.0662104825236256
1373,-0.67879,0.15,1.107752044574838
1374,-0.671004,0.15,1.1144031754798969
1375,-0.659532,0.15,1.1433998380214483
1376,-0.647745,0.15,1.1528129418351585
1377,-0.637524,0.15,1.185399666332509
1378,-0.627502,0.15,1.1926138584160215
1379,-0.622984,0.15,1.2296821393681785
1380,-0.616124,0.15,1.2374959799400151
1381,-0.606476,0.15,1.2778316662440934
1382,-0.597374,0.15,1.298153370177089
1383,-0.589388,0.15,1.325811692928718
1384,-0.580606,0.15,1.334869112537836
1385,-0.570165,0.15,1.3740508184622393
1386,-0.560233,0.15,1.3803360393623636
1387,-0.545509,0.15,1.415205667415982
1388,-0.5373,0.15,1.424351451459808
1389,-0.524585,0.15,1.4667078557457232
1390,-0.51108,0.15,1.469129849148152
1391,-0.504191,0.15,1.4986981377141986
1392,-0.496895,0.15,1.5007859842522
1393,-0.482087,0.15,1.519324747933319
1394,-0.475765,0.15,1.4966347061697791
1395,-0.46119,0.15,1.53998443853211
1396,-0.457758,0.15,1.5287223055206158
1397,-0.447415,0.15,1.525504971369709
1398,-0.440419,0.15,1.5088675893217058
1399,-0.434274,0.15,1.5102200966410022
1400,-0.420932,0.15,1.4832902054670194
1401,-0.412474,0.15,1.499237744920765
1402,-0.400883,0.15,1.4659097638819076
1403,-0.391133,0.15,1.4568706725279583
1404,-0.386072,0.15,1.4068042358022783
1405,-0.373116,0.15,1.4022265066273134
1406,-0.36344,0.15,1.3465417057026023
1407,-0.354164,0.15,1.3275715441438063
1408,-0.348498,0.15,1.2677761162004737
1409,-0.330232,0.15,1.2443180460635743
1410,-0.323752,0.15,1.166941484488193
1411,-0.312766,0.15,1.1553115612505134
1412,-0.304201,0.15,1.068731825597703
1413,-0.295342,0.15,1.0298010305028376
1414,-0.285766,0.15,0.9567088834100878
1415,-0.27798,0.15,0.925204406250063
1416,-0.26773,0.15,0.8269713595650744
1417,-0.256899,0.15,0.7990106850990707
1418,-0.248532,0.15,0.7115501895190723
1419,-0.237952,0.15,0.6843912931665065
1420,-0.236823,0.15,0.5829565407154371
1421,-0.224489,0.15,0.5616881960561252
1422,-0.215654,0.15,0.4691501420873272
1423,-0.206257,0.15,0.4524868586037592
1424,-0.200175,0.15,0.3947807239542433
1425,-0.187304,0.15,0.3647919911264236
1426,-0.178385,0.15,0.291405088615781
1427,-0.167678,0.15,0.2832283146566576
1428,-0.154955,0.15,0.2384823774159543
1429,-0.143918,0.15,0.2216915522751632
1430,-0.132,0.15,0.1611913512768669
1431,-0.121337,0.15,0.1609111126468497
1432,-0.108379,0.15,0.1271585702983191
1433,-0.101935,0.15,0.1340856415205908
1434,-0.092456,0.15,0.110972392244959
1435,-0.083219,0.15,0.087119823939303
1436,-0.076215,0.15,0.0748362902428783
1437,-0.064175,0.15,0.0863410293230157
1438,-0.055364,0.15,0.0733130604092635
1439,-0.049755,0.15,0.0712018998643529
1440,-0.041162,0.15,0.0595477185742114
1441,-0.03187,0.15,0.0594023626771688
1442,-0.020363,0.15,0.0477420791310659
1443,-0.012084,0.15,0.0482718555202083
1444,-0.005342,0.15,0.050154246410728
1445,0.008163,0.15,0.0445453310005502
1446,0.015052,0.15,0.0503798082305106
1447,0.027767,0.15,0.0434846298853507
1448,0.036562,0.15,0.0610380984933791
1449,0.045978,0.15,0.0529074506548779
1450,0.058041,0.15,0.0662494056578221
1451,0.070829,0.15,0.0664837689552783
1452,0.082108,0.15,0.0867161786965251
1453,0.090583,0.15,0.0902279042632213
1454,0.101324,0.15,0.1198253804359719
1455,0.113461,0.15,0.1344987734592427
1456,0.124509,0.15,0.1510503036275592
1457,0.127324,0.15,0.1737174281704257
1458,0.140912,0.15,0.2089257928372346
1459,0.146182,0.15,0.2351088918748947
1460,0.158982,0.15,0.2827788370720136
1461,0.166511,0.15,0.3244712201694393
1462,0.172925,0.15,0.3795045502935191
1463,0.183765,0.15,0.4272205787903337
1464,0.19574,0.15,0.4818693422258662
1465,0.209361,0.15,0.5460785074826341
1466,0.217874,0.15,0.6121438510395718
1467,0.231365,0.15,0.6541520196605721
1468,0.242621,0.15,0.7143654672840002
1469,0.251631,0.15,0.765352175515144
1470,0.260986,0.15,0.8345254172512023
1471,0.274786,0.15,0.8708148390919678
1472,0.287872,0.15,0.9414844223942213
1473,0.296751,0.15,0.9774324732262796
1474,0.308911,0.15,1.0344072892278362
1475,0.31598,0.15,1.054264190949208
1476,0.322735,0.15,1.1066293431839762
1477,0.330617,0.15,1.1369918495803408
1478,0.340857,0.15,1.1798503225955574
1479,0.347577,0.15,1.1996722719139248
1480,0.360618,0.15,1.2194870715254789
1481,0.367837,0.15,1.2325334038192803
1482,0.377491,0.15,1.252581423868833
1483,0.389057,0.15,1.2564978127907285
1484,0.40132,0.15,1.2651345046556324
1485,0.40833,0.15,1.2530923346555407
1486,0.418936,0.15,1.2605057747698476
1487,0.427947,0.15,1.2645280135633103
1488,0.443317,0.15,1.2670339531790795
1489,0.44967,0.15,1.2598423527266047
1490,0.46261,0.15,1.2629675962443547
1491,0.474041,0.15,1.2253055720166317
1492,0.479322,0.15,1.2191095137663954
1493,0.484215,0.15,1.2367545275846807
1494,0.488402,0.15,1.235992871052689
1495,0.490178,0.15,1.2107673888710253
1496,0.494803,0.15,1.1924731201275034
1497,0.499488,0.15,1.2111068494284551
1498,0.504088,0.15,1.2016243612636992
1499,0.510556,0.15,1.1467165308339298
1500,0.513666,0.15,1.1753730229219848
1501,0.519117,0.15,1.1615123882419998
1502,0.51998,0.15,1.170475379667702
1503,0.522995,0.15,1.1454062034811188
1504,0.527887,0.15,1.1136808771871842
1505,0.534822,0.15,1.140195994302765
1506,0.537896,0.15,1.1258111193729765
1507,0.543227,0.15,1.1063221122809614
1508,0.547267,0.15,1.0783846234205523
1509,0.551737,0.15,1.109613612321926
1510,0.558104,0.15,1.046984997924281
1511,0.561952,0.15,1.081400650754157
1512,0.56678,0.15,1.0506743082475107
1513,0.573441,0.15,1.0701076441160469
1514,0.583092,0.15,1.050820905722648
1515,0.588008,0.15,1.046861799604456
1516,0.590277,0.15,1.0302433135192537
1517,0.595472,0.15,1.0405179748649145
1518,0.602042,0.15,1.0239882169843793
1519,0.610585,0.15,1.0073617747775003
1520,0.61912,0.15,0.9713508694631432
1521,0.622805,0.15,0.9953453771769468
1522,0.626916,0.15,0.959631305366152
1523,0.631303,0.15,0.9748012065395552
1524,0.637622,0.15,0.9861748105124248
1525,0.640566,0.15,0.9364837516751064
1526,0.645646,0.15,0.9440771393461368
1527,0.647368,0.15,0.9625645444909856
1528,0.655472,0.15,0.9190783659781948
1529,0.660353,0.15,0.9444609947257192
1530,0.664737,0.15,0.9369137263284044
1531,0.66858,0.15,0.9337518141837352
1532,0.67697,0.15,0.8998477409203424
1533,0.677523,0.15,0.932820134672136
1534,0.681411,0.15,0.913291321530758
1535,0.685594,0.15,0.9099770964361452
1536,0.694557,0.15,0.8784497902958404
1537,0.69666,0.15,0.9032961822026044
1538,0.70079,0.15,0.8961727673965456
1539,0.701122,0.15,0.8904067323940551
1540,0.711071,0.15,0.8681026201783862
1541,0.711911,0.15,0.8830073289580093
1542,0.717922,0.15,0.8753952323711738
1543,0.723175,0.15,0.8694172490421587
1544,0.728662,0.15,0.8742241746807021
1545,0.729498,0.15,0.8612044610769294
1546,0.734004,0.15,0.8731298297862513
1547,0.736617,0.15,0.8596332668731799
1548,0.749393,0.15,0.8563839493422956
1549,0.749896,0.15,0.8416116416589912
1550,0.754852,0.15,0.859624845118864
1551,-0.834165,0.16,0.897607505117342
1552,-0.822971,0.16,0.9006189692399722
1553,-0.814259,0.16,0.9211161531766014
1554,-0.804699,0.16,0.9242070869764444
1555,-0.792201,0.16,0.9427698303935614
1556,-0.77955,0.16,0.9542533607738912
1557,-0.770772,0.16,0.97547887458731
1558,-0.757069,0.16,0.972243400209538
1559,-0.750587,0.16,0.9833605640530771
1560,-0.741078,0.16,0.9897869303162464
1561,-0.730963,0.16,1.0071748501992954
1562,-0.719375,0.16,1.0025632833540288
1563,-0.706124,0.16,1.0412533684656329
1564,-0.696699,0.16,1.0451713782011316
1565,-0.691799,0.16,1.0681835474869037
1566,-0.683956,0.16,1.0272323200492852
1567,-0.673136,0.16,1.069220426651142
1568,-0.666614,0.16,1.0785862446638694
1569,-0.657884,0.16,1.106854043530624
1570,-0.650743,0.16,1.1188662954411135
1571,-0.63612,0.16,1.1479623251831617
1572,-0.628376,0.16,1.1385029498927963
1573,-0.618824,0.16,1.174671453826793
1574,-0.606868,0.16,1.160476132580723
1575,-0.596841,0.16,1.1944188372817917
1576,-0.584016,0.16,1.1934678001029473
1577,-0.569976,0.16,1.2360588433237687
1578,-0.56178,0.16,1.2391603431982885
1579,-0.550062,0.16,1.2626281116666815
1580,-0.541682,0.16,1.274679677207583
1581,-0.53204,0.16,1.3162631954966513
1582,-0.519869,0.16,1.311604100869694
1583,-0.513069,0.16,1.325370552658653
1584,-0.506098,0.16,1.3334944872539225
1585,-0.492377,0.16,1.3728652565146504
1586,-0.488363,0.16,1.361100662855827
1587,-0.478671,0.16,1.3816859938503143
1588,-0.468472,0.16,1.3761233003874112
1589,-0.459149,0.16,1.3968025505155524
1590,-0.446633,0.16,1.3829783612892548
1591,-0.43946,0.16,1.4077686283033024
1592,-0.428247,0.16,1.378729292624297
1593,-0.418695,0.16,1.3849202618717795
1594,-0.406854,0.16,1.3697891039904675
1595,-0.396197,0.16,1.3536618365828532
1596,-0.385746,0.16,1.3407663931651508
1597,-0.374011,0.16,1.3486964275088758
1598,-0.364056,0.16,1.2931216219788773
1599,-0.35151,0.16,1.2791835792732282
1600,-0.346173,0.16,1.2370557291024202
1601,-0.33783,0.16,1.1946894207448286
1602,-0.327452,0.16,1.1688541502638072
1603,-0.316692,0.16,1.1280424474460613
1604,-0.312863,0.16,1.0609098429781922
1605,-0.303859,0.16,1.035194997917001
1606,-0.296799,0.16,0.981709596516678
1607,-0.289132,0.16,0.9204788460648344
1608,-0.2736,0.16,0.8751773900261094
1609,-0.26806,0.16,0.7944357042731869
1610,-0.255107,0.16,0.7578071671026888
1611,-0.243873,0.16,0.6944608181492191
1612,-0.230287,0.16,0.6501157421584706
1613,-0.221599,0.16,0.5691417726492981
1614,-0.212022,0.16,0.5268155569904068
1615,-0.201496,0.16,0.4561751947261027
1616,-0.188431,0.16,0.4271961014649258
1617,-0.175282,0.16,0.3761439879128824
1618,-0.166913,0.16,0.3624994566278818
1619,-0.160329,0.16,0.2955452484810734
1620,-0.151823,0.16,0.2903272877359313
1621,-0.141474,0.16,0.2266158556864638
1622,-0.129922,0.16,0.2430277561036437
1623,-0.124282,0.16,0.1839732203811753
1624,-0.113076,0.16,0.1864246252644664
1625,-0.104986,0.16,0.1272159556216961
1626,-0.095161,0.16,0.1287025285390335
1627,-0.085687,0.16,0.1069025668066605
1628,-0.074749,0.16,0.0986924339110753
1629,-0.071992,0.16,0.0761810048820084
1630,-0.060726,0.16,0.085623263965737
1631,-0.0508,0.16,0.0691782929402072
1632,-0.039233,0.16,0.0608741670512452
1633,-0.036444,0.16,0.0554168565707066
1634,-0.024373,0.16,0.052524264287137
1635,-0.013607,0.16,0.0476277182537194
1636,-0.003232,0.16,0.0514494409018235
1637,0.008435,0.16,0.0511952534872304
1638,0.017503,0.16,0.0483345647298789
1639,0.027099,0.16,0.0560366341661268
1640,0.043195,0.16,0.0582195116464054
1641,0.047703,0.16,0.0718194407451058
1642,0.064483,0.16,0.0855025872712459
1643,0.074155,0.16,0.0967342995604137
1644,0.084011,0.16,0.1046524593380159
1645,0.090995,0.16,0.1267870108518873
1646,0.102976,0.16,0.1510607319612462
1647,0.110045,0.16,0.1780645654856397
1648,0.121801,0.16,0.2001470344656685
1649,0.128395,0.16,0.2314284029665468
1650,0.133343,0.16,0.2735913411012419
1651,0.14838,0.16,0.3261164277754461
1652,0.161498,0.16,0.3634868093733613
1653,0.167917,0.16,0.4116211991644716
1654,0.178325,0.16,0.4504903706696561
1655,0.188924,0.16,0.5217119771667398
1656,0.203166,0.16,0.5642421026120602
1657,0.213065,0.16,0.6232075456503487
1658,0.220346,0.16,0.6812902981582494
1659,0.236036,0.16,0.7520854327528854
1660,0.246193,0.16,0.7934627720360311
1661,0.25639,0.16,0.8626585775225748
1662,0.270298,0.16,0.8970013471616867
1663,0.28045,0.16,0.9533885573690186
1664,0.291052,0.16,0.9829443444138176
1665,0.297655,0.16,1.028573425232616
1666,0.308181,0.16,1.0518726691020093
1667,0.31745,0.16,1.1017744952798378
1668,0.324793,0.16,1.125614999930805
1669,0.331464,0.16,1.18206224083124
1670,0.339456,0.16,1.1824117408446722
1671,0.354086,0.16,1.2135494419703194
1672,0.362678,0.16,1.2188336140404208
1673,0.374146,0.16,1.2428672528849447
1674,0.382406,0.16,1.2464394922170026
1675,0.39035,0.16,1.2688480647073106
1676,0.405748,0.16,1.251481659952411
1677,0.413323,0.16,1.2484070758657542
1678,0.428004,0.16,1.2514613350945143
1679,0.43431,0.16,1.263002659844369
1680,0.447293,0.16,1.2508609932246733
1681,0.459459,0.16,1.238262694102322
1682,0.467538,0.16,1.2331962600290287
1683,0.478267,0.16,1.2208709881091548
1684,0.484632,0.16,1.2192173605300405
1685,0.491336,0.16,1.1954789172622804
1686,0.495597,0.16,1.206757764292255
1687,0.500294,0.16,1.1591013506993408
1688,0.504875,0.16,1.168790471332249
1689,0.509086,0.16,1.1582799684142409
1690,0.511397,0.16,1.158284530306012
1691,0.517623,0.16,1.1516407390734154
1692,0.522084,0.16,1.1358685183695505
1693,0.528904,0.16,1.1312538507781211
1694,0.531379,0.16,1.13979511515551
1695,0.53914,0.16,1.1156975826711908
1696,0.542193,0.16,1.1225187751558272
1697,0.546516,0.16,1.095585038292361
1698,0.55268,0.16,1.1083897383141177
1699,0.558869,0.16,1.0747932192520595
1700,0.563368,0.16,1.084155545726439
1701,0.570249,0.16,1.0746891745454117
1702,0.573289,0.16,1.0598401018518302
1703,0.577644,0.16,1.0636196382045584
1704,0.589282,0.16,1.0375445577353646
1705,0.591434,0.16,1.04391125308335
1706,0.599548,0.16,1.0376874401102745
1707,0.605227,0.16,1.03193043540602
1708,0.608912,0.16,0.991282628474674
1709,0.614827,0.16,1.0287284436979156
1710,0.61661,0.16,1.0191721364111468
1711,0.62408,0.16,1.005051928622357
1712,0.626969,0.16,0.9959714063998748
1713,0.634316,0.16,0.9955000267530588
1714,0.639367,0.16,1.0193292290699918
1715,0.645993,0.16,0.9739410132592228
1716,0.646888,0.16,0.9773651143291672
1717,0.657266,0.16,0.9988619079594292
1718,0.658568,0.16,0.968053730116154
1719,0.662883,0.16,0.9690567650860848
1720,0.670525,0.16,0.9466477906201451
1721,0.673494,0.16,0.9946295641219476
1722,0.681443,0.16,0.9369486630373416
1723,0.682777,0.16,0.9439454800356756
1724,0.688535,0.16,0.9349711190868648
1725,0.692208,0.16,0.9790266269022736
1726,0.696728,0.16,0.9316966978231624
1727,0.698313,0.16,0.9445802688792349
1728,0.706356,0.16,0.921393954507242
1729,0.713715,0.16,0.9679117923291018
1730,0.714779,0.16,0.908713724717152
1731,0.723144,0.16,0.9236051670757472
1732,0.727257,0.16,0.8903533697687533
1733,0.730566,0.16,0.9487968055089666
1734,0.741252,0.16,0.8952152253787794
1735,0.743863,0.16,0.9157437545266184
1736,0.746014,0.16,0.8852757146711469
1737,0.757276,0.16,0.9400954490195184
1738,0.758103,0.16,0.8913879696876038
1739,-0.835027,0.17,0.8664533631636275
1740,-0.824311,0.17,0.8838718822565768
1741,-0.8128,0.17,0.8833124519328714
1742,-0.80459,0.17,0.8918333026297267
1743,-0.791325,0.17,0.8956768520050045
1744,-0.783478,0.17,0.900504996754743
1745,-0.774534,0.17,0.9115082695450089
1746,-0.766867,0.17,0.9192349649866898
1747,-0.764009,0.17,0.9216755626671848
1748,-0.751571,0.17,0.9376384369623696
1749,-0.74466,0.17,0.9685530914133824
1750,-0.730562,0.17,0.9837726534400534
1751,-0.723842,0.17,0.993715274127054
1752,-0.715231,0.17,0.9944137319621073
1753,-0.704513,0.17,1.0264402831736397
1754,-0.694757,0.17,1.0212799231339944
1755,-0.682646,0.17,1.0390924514879791
1756,-0.666184,0.17,1.0480563448951643
1757,-0.656454,0.17,1.066632512209353
1758,-0.646861,0.17,1.0680039435839856
1759,-0.634705,0.17,1.101937266919636
1760,-0.629823,0.17,1.1035771549788964
1761,-0.615604,0.17,1.143090231119077
1762,-0.604995,0.17,1.144092132373342
1763,-0.595248,0.17,1.1766706892081529
1764,-0.591576,0.17,1.1681071835964083
1765,-0.580661,0.17,1.2154823492177476
1766,-0.574362,0.17,1.220015784189708
1767,-0.566692,0.17,1.2424501380399957
1768,-0.555739,0.17,1.2373705947071103
1769,-0.542567,0.17,1.270679573185166
1770,-0.53529,0.17,1.2768136692909031
1771,-0.52559,0.17,1.3013099110994015
1772,-0.514809,0.17,1.306472563579326
1773,-0.502218,0.17,1.3510872758524657
1774,-0.493381,0.17,1.34185628125537
1775,-0.483917,0.17,1.3565124683604652
1776,-0.469892,0.17,1.3596410893879285
1777,-0.459616,0.17,1.3869920665043876
1778,-0.450853,0.17,1.3668926321940904
1779,-0.44115,0.17,1.3910647844062751
1780,-0.426089,0.17,1.3696451604490465
1781,-0.42099,0.17,1.3835583998012209
1782,-0.412862,0.17,1.3633256598363968
1783,-0.404687,0.17,1.3854819476765177
1784,-0.396551,0.17,1.354195125770034
1785,-0.387999,0.17,1.354401678608044
1786,-0.380043,0.17,1.3243581296715956
1787,-0.37091,0.17,1.3307508551883929
1788,-0.361874,0.17,1.2781387314037975
1789,-0.348233,0.17,1.2527436766185431
1790,-0.338653,0.17,1.227284588430416
1791,-0.331399,0.17,1.1976933222089223
1792,-0.319953,0.17,1.146603428500911
1793,-0.307735,0.17,1.1209071872347909
1794,-0.296022,0.17,1.069255137908331
1795,-0.287602,0.17,1.0208923381828912
1796,-0.278455,0.17,0.9906931129062352
1797,-0.26874,0.17,0.9334398774798884
1798,-0.253249,0.17,0.8957059722778983
1799,-0.244974,0.17,0.8414974498776795
1800,-0.237615,0.17,0.7840537657578592
1801,-0.232259,0.17,0.7109799330758151
1802,-0.219688,0.17,0.6890093334284612
1803,-0.210348,0.17,0.6219455241989715
1804,-0.200406,0.17,0.620108910385852
1805,-0.193662,0.17,0.5374066125371716
1806,-0.186515,0.17,0.5201543426302285
1807,-0.179068,0.17,0.4627983569271076
1808,-0.174679,0.17,0.4507555021438634
1809,-0.161707,0.17,0.3904167378241429
1810,-0.155173,0.17,0.3811256226415165
1811,-0.150438,0.17,0.3415104748716288
1812,-0.136031,0.17,0.3478167638780662
1813,-0.127089,0.17,0.2472933367743418
1814,-0.119422,0.17,0.242916259701177
1815,-0.108598,0.17,0.1954433700086691
1816,-0.096318,0.17,0.18269921176882
1817,-0.089966,0.17,0.1437710445258395
1818,-0.078311,0.17,0.1410438063131165
1819,-0.066051,0.17,0.1061248414431052
1820,-0.062257,0.17,0.1190321655929578
1821,-0.051566,0.17,0.0943383207196219
1822,-0.040567,0.17,0.0927599045148373
1823,-0.035896,0.17,0.0784228766394234
1824,-0.030161,0.17,0.0755924771763337
1825,-0.020871,0.17,0.0787409779193114
1826,-0.013319,0.17,0.0771856820304817
1827,-0.002568,0.17,0.0775322620146601
1828,0.008929,0.17,0.0838169337770935
1829,0.021109,0.17,0.080039069339306
1830,0.032377,0.17,0.0894997625239752
1831,0.046457,0.17,0.0934688636507934
1832,0.053735,0.17,0.1094560404994426
1833,0.063686,0.17,0.1199741032060168
1834,0.072196,0.17,0.1363251453961582
1835,0.084394,0.17,0.1671439296678325
1836,0.097281,0.17,0.1841557516873304
1837,0.110303,0.17,0.208077740153783
1838,0.112616,0.17,0.2302561513854249
1839,0.12816,0.17,0.2664475932053931
1840,0.135116,0.17,0.296953551354046
1841,0.142247,0.17,0.3642821073717806
1842,0.155227,0.17,0.3952223416844344
1843,0.166865,0.17,0.4574142647516416
1844,0.169382,0.17,0.4914368830714659
1845,0.185096,0.17,0.5640155326959915
1846,0.192805,0.17,0.5905487711132665
1847,0.20069,0.17,0.6578856331031097
1848,0.208432,0.17,0.6820639236245754
1849,0.2192,0.17,0.7687402677658653
1850,0.23148,0.17,0.7930974071481085
1851,0.235482,0.17,0.8615068957306984
1852,0.245751,0.17,0.8857228497468137
1853,0.26182,0.17,0.9727322975997528
1854,0.27374,0.17,0.9608470588245902
1855,0.284125,0.17,1.0336623965182927
1856,0.289964,0.17,1.039151330863692
1857,0.298373,0.17,1.1077636822721617
1858,0.308545,0.17,1.102541003823045
1859,0.318688,0.17,1.1428654137904817
1860,0.326813,0.17,1.1472319262652524
1861,0.337153,0.17,1.2058544617679985
1862,0.347,0.17,1.1852719327764198
1863,0.355743,0.17,1.2109520402702536
1864,0.363724,0.17,1.1991942978567969
1865,0.372874,0.17,1.2324216713689409
1866,0.382374,0.17,1.2117406142497655
1867,0.393426,0.17,1.237135765763276
1868,0.404231,0.17,1.222899643896481
1869,0.414469,0.17,1.2482190281100498
1870,0.424959,0.17,1.2155943055721798
1871,0.438206,0.17,1.2346287298480765
1872,0.44866,0.17,1.2212058208505068
1873,0.460068,0.17,1.231563825385953
1874,0.46845,0.17,1.2115257090355616
1875,0.480054,0.17,1.1693428093452296
1876,0.485897,0.17,1.2205424555036797
1877,0.490966,0.17,1.173932078476141
1878,0.501024,0.17,1.1981787416937166
1879,0.502608,0.17,1.1744332437202882
1880,0.506994,0.17,1.1943162274023504
1881,0.507034,0.17,1.1644589196936477
1882,0.51708,0.17,1.1513220946388631
1883,0.517615,0.17,1.162376564962951
1884,0.51929,0.17,1.152585104281978
1885,0.528216,0.17,1.1210084412714807
1886,0.528766,0.17,1.1451309744402722
1887,0.53498,0.17,1.0907751415887017
1888,0.535486,0.17,1.1310385173588484
1889,0.544816,0.17,1.1127844975205832
1890,0.547623,0.17,1.0961322145286276
1891,0.552749,0.17,1.089803814451405
1892,0.557369,0.17,1.044373032098023
1893,0.561553,0.17,1.0804327945179018
1894,0.572134,0.17,1.0673229942939348
1895,0.57214,0.17,1.0148996591405872
1896,0.579436,0.17,1.0314468427147367
1897,0.585902,0.17,1.0350034202054812
1898,0.591921,0.17,1.036350776576217
1899,0.597201,0.17,1.0051490935261858
1900,0.598407,0.17,1.0282952235325633
1901,0.605359,0.17,1.0169218801430873
1902,0.610894,0.17,1.0089344422282558
1903,0.620365,0.17,0.9781735485519903
1904,0.621386,0.17,1.0057650536907703
1905,0.629893,0.17,0.9927536136735032
1906,0.63174,0.17,0.988539452654739
1907,0.634633,0.17,0.9631671387678504
1908,0.643198,0.17,0.984013493467819
1909,0.650574,0.17,0.9753688023616368
1910,0.651215,0.17,0.9714579058772768
1911,0.657279,0.17,0.9557389561212992
1912,0.663003,0.17,0.9569549549433704
1913,0.668984,0.17,0.9619445245352604
1914,0.672133,0.17,0.9319211114090704
1915,0.676709,0.17,0.9452603082406784
1916,0.685691,0.17,0.9301445009245702
1917,0.689501,0.17,0.9320754968967946
1918,0.692531,0.17,0.9059876470097196
1919,0.697198,0.17,0.9218958748560468
1920,0.702718,0.17,0.9249115186508824
1921,0.7056,0.17,0.9169072889838116
1922,0.712169,0.17,0.8944110763998396
1923,0.717946,0.17,0.9011771952691224
1924,0.72042,0.17,0.905081185597775
1925,0.729389,0.17,0.8873907126664022
1926,0.733052,0.17,0.8943501546037148
1927,0.740639,0.17,0.9053315770543028
1928,0.746739,0.17,0.8740729129508502
1929,0.749578,0.17,0.8815096641542661
1930,0.758446,0.17,0.8692800936203672
1931,-0.826958,0.18,0.8557135845589295
1932,-0.821969,0.18,0.8552189083929899
1933,-0.810346,0.18,0.8827555702008267
1934,-0.80185,0.18,0.8648458894877806
1935,-0.794685,0.18,0.8901427742603414
1936,-0.784308,0.18,0.9074123915044774
1937,-0.772856,0.18,0.911900145138506
1938,-0.763549,0.18,0.912853527952398
1939,-0.75773,0.18,0.9308674308519386
