,V,B,G
465,0.452,0.1,1.6296094249855675
466,0.45299,0.1,1.5760181547639471
467,0.461217,0.1,1.5479542230943033
468,0.463,0.1,1.6155647368865536
469,0.465,0.1,1.6410619811091105
470,0.47,0.1,1.6472004552657384
471,0.471465,0.1,1.5834509014492817
472,0.473,0.1,1.5750280880382392
473,0.479,0.1,1.5716368271003172
474,0.479534,0.1,1.539682721226946
475,0.481,0.1,1.614357248584764
476,0.49,0.1,1.608668574398493
477,0.490017,0.1,1.5535706304787518
478,0.494005,0.1,1.523088679159056
479,0.498,0.1,1.5422622757244555
480,0.498561,0.1,1.515594262911808
481,0.501,0.1,1.5750274121910932
482,0.503,0.1,1.556235183418836
483,0.506701,0.1,1.5120073907107066
484,0.51,0.1,1.5598957783129537
485,0.511858,0.1,1.4646475506731778
486,0.514,0.1,1.4792264096041627
487,0.514243,0.1,1.4648925861107458
488,0.519,0.1,1.5186325215671317
489,0.521302,0.1,1.4419081737384
490,0.523828,0.1,1.4624043358169747
491,0.527,0.1,1.4610612452094331
492,0.527,0.1,1.478183384405177
493,0.529532,0.1,1.4199214819809411
494,0.530606,0.1,1.3968958530799926
495,0.535,0.1,1.4038147272688863
496,0.538,0.1,1.443999049176126
497,0.544332,0.1,1.380154840477918
498,0.5447,0.1,1.3905661179367332
499,0.546,0.1,1.412181841946618
500,0.546,0.1,1.412181841946618
501,0.552947,0.1,1.322663527954661
502,0.553862,0.1,1.3563355522455711
503,0.555,0.1,1.3796258576979414
504,0.559,0.1,1.3512253751656431
505,0.559,0.1,1.3847361223645314
506,0.56188,0.1,1.3355551038628726
507,0.564,0.1,1.3304690649700657
508,0.565556,0.1,1.3114772838701678
509,0.57,0.1,1.317260523574206
510,0.572462,0.1,1.3003191610970628
511,0.574527,0.1,1.249987498993901
512,0.575,0.1,1.3131423882151336
513,0.579,0.1,1.2850553416750443
514,0.581645,0.1,1.254749064688505
515,0.582,0.1,1.2743564623462746
516,0.583294,0.1,1.2381217816533858
517,0.591,0.1,1.2669083736652078
518,0.591338,0.1,1.2304219514966932
519,0.593,0.1,1.240744557228843
520,0.593612,0.1,1.1679355400622022
521,0.596,0.1,1.230134637517226
522,0.601084,0.1,1.1946743682209755
523,0.602,0.1,1.2089896754323766
524,0.605982,0.1,1.191328050872222
525,0.607,0.1,1.196828302647886
526,0.608,0.1,1.2040782998410795
527,0.612366,0.1,1.1436697079971343
528,0.614,0.1,1.1750468719061515
529,0.614454,0.1,1.167100518128961
530,0.617,0.1,1.164608203326762
531,0.622,0.1,1.160568173974076
532,0.622546,0.1,1.135631413409372
533,0.623858,0.1,1.1440773365803785
534,0.626,0.1,1.1414244841280057
535,0.630543,0.1,1.102744920185366
536,0.63466,0.1,1.0913198628930167
537,0.635966,0.1,1.0897273782341543
538,0.636,0.1,1.1018619957251652
539,0.639,0.1,1.0995173043041266
540,0.642393,0.1,1.0882622517337
541,0.646,0.1,1.0940419835496926
542,0.647,0.1,1.1167257423324175
543,0.649135,0.1,1.0377390238325424
544,0.649492,0.1,1.0635814518367963
545,0.655,0.1,1.0714639968157924
546,0.656,0.1,1.0706935885956843
547,0.658584,0.1,1.0480019999714494
548,0.659136,0.1,1.0458608639550877
549,0.664899,0.1,1.0054061015579916
550,0.665,0.1,1.0560616799683966
551,0.666589,0.1,1.039675552963979
552,0.668683,0.1,1.004379456104255
553,0.671,0.1,1.0514944148414005
554,0.674,0.1,1.0186130784983505
555,0.674984,0.1,1.0117551644177576
556,0.677,0.1,1.0240357055134532
557,0.683373,0.1,0.9926399502162672
558,0.683927,0.1,0.9848971329881429
559,0.685,0.1,0.995383681243151
560,0.686,0.1,1.0173959083980053
561,0.687105,0.1,0.9781325445668024
562,0.691123,0.1,0.9854114269706588
563,0.693,0.1,0.9821199956050624
564,0.694,0.1,0.9814123443562304
565,0.696728,0.1,0.9696871280864346
566,0.700535,0.1,0.956999168089782
567,0.703287,0.1,0.963459949184102
568,0.705603,0.1,0.9463097579199852
569,0.706614,0.1,0.9517249539082124
570,0.707,0.1,0.964834388650016
571,0.707,0.1,0.9797457841271464
572,0.71353,0.1,0.9669331066314824
573,0.714,0.1,0.9971390600801924
574,0.717041,0.1,0.9336586045125156
575,0.719,0.1,0.956618031875523
576,0.726133,0.1,0.9342373773372992
577,0.727,0.1,1.1581478879039586
578,0.729,0.1,0.9352222257866786
579,0.732131,0.1,0.92813267396245
580,0.735902,0.1,0.9224333225643128
581,0.739,0.1,0.928717975352836
582,0.742755,0.1,0.9218505953406566
583,0.745,0.1,0.9248772035808064
584,0.747885,0.1,0.922917460258721
585,0.756896,0.1,0.8905049278123208
586,0.757174,0.1,0.9106808874784942
587,0.758,0.1,0.9167266974674954
588,-0.833948,0.11,0.9122672362047928
589,-0.822391,0.11,0.9336153390010946
590,-0.812985,0.11,0.9326343473003418
591,-0.799369,0.11,0.9586650239912068
592,-0.789382,0.11,0.9666082691837172
593,-0.781588,0.11,0.9918039381878682
594,-0.774233,0.11,0.996673497838072
595,-0.768065,0.11,1.0155712093537743
596,-0.756382,0.11,1.025717391867642
597,-0.749714,0.11,1.0598423766134626
598,-0.738987,0.11,1.0830600046610497
599,-0.727974,0.11,1.1167161350006234
600,-0.719384,0.11,1.13467750063486
601,-0.710657,0.11,1.174060733095193
602,-0.701981,0.11,1.1933910413104774
603,-0.688842,0.11,1.2286471446730145
604,-0.679622,0.11,1.2599528555271806
605,-0.667952,0.11,1.3025277269366324
606,-0.658656,0.11,1.3229363571254993
607,-0.647758,0.11,1.3606342734880177
608,-0.634988,0.11,1.392114710073232
609,-0.62605,0.11,1.435887240027747
610,-0.613752,0.11,1.4505315185303274
611,-0.609211,0.11,1.497830473667584
612,-0.598653,0.11,1.528633326084292
613,-0.587574,0.11,1.566712946074209
614,-0.577922,0.11,1.5994530361761117
615,-0.568963,0.11,1.6276670795986037
616,-0.562605,0.11,1.6475077259942486
617,-0.554822,0.11,1.678773792802578
618,-0.545219,0.11,1.6952632453515486
619,-0.53773,0.11,1.7150417321354563
620,-0.527193,0.11,1.7151343051200236
621,-0.516893,0.11,1.71972168875118
622,-0.506976,0.11,1.7274876155751824
623,-0.495768,0.11,1.7324853362850432
624,-0.484092,0.11,1.7259639567720944
625,-0.471221,0.11,1.7316757409451882
626,-0.459644,0.11,1.718031673190288
627,-0.447863,0.11,1.6887492215481932
628,-0.43288,0.11,1.655373979843699
629,-0.42502,0.11,1.621419174527028
630,-0.419745,0.11,1.567497182081118
631,-0.410616,0.11,1.526763432144518
632,-0.403417,0.11,1.489280215400466
633,-0.391676,0.11,1.4409252760979854
634,-0.381441,0.11,1.37562740199418
635,-0.37576,0.11,1.287841951417253
636,-0.361419,0.11,1.2429002986555562
637,-0.354323,0.11,1.1536824318140626
638,-0.342512,0.11,1.08364713034657
639,-0.329419,0.11,0.9976531055143592
640,-0.320127,0.11,0.9561234312376664
641,-0.314673,0.11,0.8552890648055244
642,-0.306474,0.11,0.7852745631190271
643,-0.294921,0.11,0.6887121605870061
644,-0.283196,0.11,0.6167360776500176
645,-0.271639,0.11,0.5594929742488024
646,-0.262647,0.11,0.509284336834073
647,-0.254298,0.11,0.4240594343181108
648,-0.249362,0.11,0.3863910882706089
649,-0.238196,0.11,0.3378367040973621
650,-0.228197,0.11,0.3032179326372224
651,-0.218839,0.11,0.2675885845415826
652,-0.21343,0.11,0.2451340371999898
653,-0.208528,0.11,0.2007046305310547
654,-0.197103,0.11,0.1778616723532871
655,-0.180284,0.11,0.1504535559598438
656,-0.172295,0.11,0.1355478496276908
657,-0.161647,0.11,0.1085574775517944
658,-0.147132,0.11,0.1037113473441229
659,-0.131356,0.11,0.099440272461153
660,-0.126331,0.11,0.0920974717802508
661,-0.117187,0.11,0.0793602535123075
662,-0.105628,0.11,0.0638540249409926
663,-0.095156,0.11,0.0802685614819745
664,-0.085129,0.11,0.0659892143657004
665,-0.076666,0.11,0.0584886232958178
666,-0.066248,0.11,0.0448395795314417
667,-0.059581,0.11,0.0502399331446725
668,-0.052361,0.11,0.0495028691072639
669,-0.042301,0.11,0.0426262184632054
670,-0.031938,0.11,0.0283322139196018
671,-0.0248,0.11,0.0403979030896613
672,-0.015517,0.11,0.0301958816939325
673,-0.004519,0.11,0.0360877696518644
674,0.004179,0.11,0.0279618490557294
675,0.011923,0.11,0.0338427370819288
676,0.024931,0.11,0.030999356667517
677,0.037372,0.11,0.0288456816686292
678,0.043997,0.11,0.0235216372524266
679,0.055584,0.11,0.0331395590603997
680,0.068642,0.11,0.0258220082628697
681,0.080236,0.11,0.0417449153477503
682,0.09029,0.11,0.0447523597718103
683,0.099373,0.11,0.0458492228575948
684,0.108642,0.11,0.0590112709143838
685,0.122972,0.11,0.0631057414186426
686,0.127151,0.11,0.0667954187453426
687,0.138001,0.11,0.0803815196680917
688,0.147609,0.11,0.0989602335285083
689,0.157802,0.11,0.1224642302357427
690,0.172105,0.11,0.1426287859066937
691,0.175909,0.11,0.1656213549906538
692,0.186362,0.11,0.198348654706008
693,0.197913,0.11,0.2266581422181112
694,0.206274,0.11,0.2494849244401498
695,0.216341,0.11,0.3004242880146069
696,0.225518,0.11,0.3389958291733104
697,0.235753,0.11,0.4046395929207379
698,0.249382,0.11,0.465518270279452
699,0.266307,0.11,0.572311011145387
700,0.277416,0.11,0.6111980545353511
701,0.285458,0.11,0.7029887930947218
702,0.299127,0.11,0.7577771248662493
703,0.30827,0.11,0.8472613849120535
704,0.318851,0.11,0.9114710829360748
705,0.327539,0.11,1.032161353146433
706,0.340386,0.11,1.079442197546271
707,0.347939,0.11,1.171569298106259
